2021-12-27 15:50:25,354 WARNING werkzeug MainThread :  * Debugger is active!
2021-12-27 15:50:25,354 INFO werkzeug MainThread :  * Debugger PIN: 123-483-832
2021-12-27 15:50:33,285 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,333 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,338 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,342 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,347 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,352 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,397 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,401 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,406 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,453 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,458 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,462 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,466 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,513 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,517 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,521 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,525 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,573 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,577 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,581 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,629 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,633 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,637 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,685 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,689 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,693 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,741 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,746 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,750 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,797 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,801 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,805 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,857 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,862 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,909 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,913 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,917 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,921 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,969 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,973 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:33,977 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,025 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,029 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,034 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,081 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,086 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,133 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,137 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,141 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,189 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,196 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,245 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,253 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,301 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,309 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,357 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,366 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,374 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,382 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,433 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,441 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,489 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,497 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,545 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,553 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,601 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,610 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,658 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,667 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,717 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,725 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,773 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,781 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,789 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,798 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,853 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,861 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,909 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,917 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,966 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:34,975 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,025 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,035 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,085 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,094 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,145 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,154 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,205 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,215 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,269 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,278 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,329 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,337 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,385 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,393 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,442 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,450 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,459 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,466 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,513 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,522 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,573 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,583 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,590 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,599 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,606 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,614 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,622 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,673 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,683 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,691 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,699 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,707 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,757 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,766 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,776 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,830 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,840 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,848 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,856 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,864 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,913 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,923 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,973 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,982 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:35,993 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,001 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,019 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,073 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,083 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,090 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,098 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,154 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,163 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,218 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,226 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,234 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,281 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,289 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,296 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,345 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,353 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,401 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,409 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,457 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,466 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,513 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,521 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,569 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,577 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,625 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,633 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,681 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,689 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,737 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,746 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,755 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,762 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,769 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,817 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,827 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,888 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,901 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,950 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,959 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,968 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:36,976 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,025 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,033 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,081 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,089 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,137 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,145 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,193 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,201 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,249 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,258 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,266 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,274 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,283 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,290 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,298 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,306 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,354 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,362 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,370 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,421 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,431 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,439 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,489 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,499 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,508 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,557 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,566 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,573 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,621 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,629 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,677 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,687 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,741 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,751 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,802 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,812 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,861 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,870 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,877 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,925 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,934 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,941 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,989 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:37,998 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,050 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,059 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,068 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,117 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,126 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,177 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,185 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,233 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,241 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,247 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,297 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,305 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,353 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,360 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,368 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,376 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,425 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,434 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,481 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,490 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,541 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,549 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,597 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,605 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,612 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,661 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,670 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,721 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,729 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,735 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,740 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,789 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,795 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,801 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,807 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,813 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,861 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,868 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,874 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,921 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,928 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,933 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,981 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:38,985 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,033 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,040 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,089 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,097 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,103 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,109 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,157 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,163 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,170 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,217 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,224 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,273 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,279 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,284 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,288 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,333 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,337 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,385 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,390 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,394 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,398 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,403 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,409 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,457 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,463 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,468 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,472 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,476 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,521 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,526 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,530 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,577 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,582 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,586 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,590 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,594 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,598 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,602 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,606 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,653 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,658 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,705 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,713 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,761 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,770 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,779 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2021-12-27 15:50:39,787 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
